index,time_s,qref1,qref2,qref3,qref4,qref5,qref6,qm1,qm2,qm3,qm4,qm5,qm6,qdotm1,qdotm2,qdotm3,qdotm4,qdotm5,qdotm6,qddotm1,qddotm2,qddotm3,qddotm4,qddotm5,qddotm6,qc1,qc2,qc3,qc4,qc5,qc6,tau_m1,tau_m2,tau_m3,tau_m4,tau_m5,tau_m6,tau_filtered_m1,tau_filtered_m2,tau_filtered_m3,tau_filtered_m4,tau_filtered_m5,tau_filtered_m6,motor_tau1,motor_tau2,motor_tau3,motor_tau4,motor_tau5,motor_tau6,motor_tau_filtered1,motor_tau_filtered2,motor_tau_filtered3,motor_tau_filtered4,motor_tau_filtered5,motor_tau_filtered6
40,0.04,9.5213e-06,-1.20458e-06,0.000489077,1.40026e-05,2.70847e-06,-3.65563e-06,2.59658e-06,1.19842e-06,0.000482365,3.35558e-06,4.79369e-07,-7.19053e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,7.76755e-06,-9.7601e-07,0.000487289,1.1394e-05,2.20702e-06,-2.97546e-06,-10.9929,1.06494,-2.94897,1.80287,1.53466,-0.0123347,-10.9868,1.07987,-2.96039,1.83191,1.54327,-0.0348117,-0.03843,0.00126,0.0121,-0.0068,-0.0164,0.0158,-0.038661,0.00222658,0.012284,-0.00680292,-0.0163886,0.0158718
41,0.041,1.02482e-05,-1.30018e-06,0.000489819,1.50876e-05,2.91666e-06,-3.93843e-06,2.59658e-06,1.19842e-06,0.000482565,3.1159e-06,7.19053e-07,-7.19053e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,8.40211e-06,-1.05869e-06,0.000487936,1.23378e-05,2.38845e-06,-3.22154e-06,-11.0907,1.06494,-2.97314,1.83324,1.58075,-0.0461284,-11.0269,1.07411,-2.96531,1.83242,1.55773,-0.0391785,-0.03528,0.00378,0.01155,-0.006,-0.016,0.0158,-0.0373564,0.002826,0.0120007,-0.0064931,-0.0162386,0.0158441
42,0.042,1.10109e-05,-1.40086e-06,0.000490598,1.62276e-05,3.13524e-06,-4.23555e-06,2.79632e-06,9.98685e-07,0.000482765,3.35558e-06,7.19053e-07,-7.19053e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,9.07016e-06,-1.14605e-06,0.000488617,1.33327e-05,2.57958e-06,-3.48093e-06,-10.7485,1.06494,-2.94897,1.85349,1.50009,-0.136245,-10.9194,1.07057,-2.959,1.84055,1.53549,-0.0766335,-0.03654,0.00252,0.01155,-0.006,-0.0164,0.0158,-0.0370414,0.00270792,0.0118268,-0.00630282,-0.0163009,0.0158271
43,0.043,1.18103e-05,-1.50676e-06,0.000491415,1.74242e-05,3.36447e-06,-4.54733e-06,3.19579e-06,9.98685e-07,0.000482964,3.35558e-06,7.19053e-07,-9.58738e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,9.77256e-06,-1.23824e-06,0.000489334,1.43803e-05,2.78067e-06,-3.75401e-06,-10.8951,1.017,-2.9248,1.85349,1.56923,-0.136245,-10.9101,1.0499,-2.9458,1.84554,1.54851,-0.0996357,-0.03591,0.00315,0.01045,-0.006,-0.0166,0.0158,-0.0366048,0.00287851,0.0112955,-0.00618597,-0.0164163,0.0158166
44,0.044,1.26471e-05,-1.61803e-06,0.000492271,1.86785e-05,3.60461e-06,-4.87414e-06,3.39553e-06,9.98685e-07,0.000483364,3.35558e-06,7.19053e-07,-9.58738e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,1.05101e-05,-1.3354e-06,0.000490087,1.54819e-05,2.99197e-06,-4.04112e-06,-10.9929,0.873192,-2.90062,1.9041,1.58075,-0.057393,-10.942,0.981714,-2.92837,1.86814,1.56095,-0.0833355,-0.03528,0.00315,0.011,-0.0056,-0.0168,0.0158,-0.0360936,0.00298327,0.0111815,-0.00595986,-0.0165644,0.0158102
45,0.045,1.35223e-05,-1.73482e-06,0.000493166,1.99922e-05,3.8559e-06,-5.21634e-06,3.59527e-06,9.98685e-07,0.000483563,3.35558e-06,7.19053e-07,-9.58738e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,1.12837e-05,-1.43768e-06,0.000490877,1.66389e-05,3.21372e-06,-4.34263e-06,-11.1885,0.921129,-3.04565,1.82312,1.58075,-0.0235993,-11.0371,0.958336,-2.97363,1.85077,1.56859,-0.0602851,-0.03528,0.00378,0.01045,-0.0054,-0.0166,0.0154,-0.0357797,0.0032907,0.0108992,-0.00574383,-0.0165781,0.0156519
46,0.046,1.44365e-05,-1.85728e-06,0.000494103,2.13666e-05,4.1186e-06,-5.5743e-06,3.99474e-06,7.98948e-07,0.000483963,3.59527e-06,7.19053e-07,-9.58738e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,1.20941e-05,-1.54522e-06,0.000491706,1.78527e-05,3.4462e-06,-4.6589e-06,-11.1396,1.017,-2.94897,1.80287,1.56923,-0.0123347,-11.0767,0.980974,-2.96411,1.83228,1.56884,-0.0417825,-0.03402,0.00189,0.0099,-0.0054,-0.0166,0.0156,-0.0351007,0.00275021,0.0105137,-0.00561116,-0.0165866,0.0156319
47,0.047,1.53907e-05,-1.98555e-06,0.000495081,2.2803e-05,4.39297e-06,-5.94838e-06,4.19448e-06,7.98948e-07,0.000484362,3.59527e-06,9.58738e-07,-9.58738e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,1.29422e-05,-1.65817e-06,0.000492574,1.91248e-05,3.68964e-06,-4.9903e-06,-11.4329,1.11288,-2.90062,1.79274,1.67294,-0.0911867,-11.2141,1.03187,-2.93961,1.81703,1.60901,-0.0608461,-0.03339,0.00315,0.00935,-0.0048,-0.0164,0.0154,-0.0344406,0.00290448,0.0100646,-0.00529816,-0.0165146,0.0155424
48,0.048,1.63857e-05,-2.11979e-06,0.000496101,2.4303e-05,4.67924e-06,-6.33894e-06,4.39422e-06,7.98948e-07,0.000484962,3.59527e-06,9.58738e-07,-9.58738e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,1.38288e-05,-1.77667e-06,0.000493482,2.04565e-05,3.94429e-06,-5.33717e-06,-11.0907,1.06494,-2.97314,1.87373,1.61532,-0.0348638,-11.1665,1.04463,-2.95255,1.83891,1.61144,-0.0508203,-0.03087,0.00378,0.0099,-0.0044,-0.0166,0.0154,-0.0330628,0.00324232,0.0100011,-0.00495158,-0.0165475,0.0154875
49,0.049,1.74223e-05,-2.26016e-06,0.000497165,2.58679e-05,4.97769e-06,-6.74634e-06,4.59395e-06,5.99211e-07,0.000485361,3.83495e-06,9.58738e-07,-9.58738e-07,0,-0,-0,0,-0,0,0,0,0,0,0,0,1.47547e-05,-1.90089e-06,0.00049443,2.18492e-05,4.21042e-06,-5.6999e-06,-11.2374,1.017,-2.90062,1.87373,1.54618,-0.0799221,-11.1938,1.03397,-2.93251,1.85235,1.58626,-0.0620498,-0.02961,0.00189,0.0088,-0.005,-0.0172,0.0152,-0.0317305,0.0027205,0.00953764,-0.00497027,-0.0167993,0.0153765
50,0.05,1.85013e-05,-2.40679e-06,0.000498273,2.74992e-05,5.28855e-06,-7.17096e-06,4.99343e-06,5.99211e-07,0.00048596,3.83495e-06,9.58738e-07,-1.19842e-06,0,-0,-0,0,-0,0,0,0,0,0,0,0,1.57208e-05,-2.03096e-06,0.000495421,2.33044e-05,4.48828e-06,-6.07883e-06,-10.6507,1.11288,-2.99731,1.87373,1.59227,-0.0348638,-10.9843,1.06442,-2.95752,1.8606,1.58858,-0.0515596,-0.03087,0.00378,0.00935,-0.004,-0.0168,0.0154,-0.0313984,0.00312933,0.00946523,-0.00459587,-0.0167996,0.0153856
51,0.051,1.96235e-05,-2.55986e-06,0.000499427,2.91982e-05,5.61209e-06,-7.61316e-06,5.19316e-06,5.99211e-07,0.00048656,3.83495e-06,9.58738e-07,-1.19842e-06,0,-0,-0,0,-0,0,0,0,0,0,0,0,1.67279e-05,-2.16704e-06,0.000496454,2.48235e-05,4.77811e-06,-6.47434e-06,-10.7485,1.06494,-2.9248,1.86361,1.64989,-0.12498,-10.8933,1.06462,-2.94489,1.86176,1.61224,-0.0798904,-0.03087,0.00504,0.00825,-0.0038,-0.0168,0.0154,-0.0311945,0.0038666,0.00899631,-0.00428877,-0.0167997,0.0153912
52,0.052,2.07897e-05,-2.71951e-06,0.000500626,3.09665e-05,5.94854e-06,-8.0733e-06,5.79238e-06,5.99211e-07,0.000487159,3.83495e-06,1.19842e-06,-1.19842e-06,0,-0,0.000872665,0,-0,0,0,0,0.752846,0,0,0,1.77767e-05,-2.30928e-06,0.000497531,2.64079e-05,5.08017e-06,-6.88679e-06,-10.7974,1.06494,-2.9248,1.78262,1.56923,-0.14751,-10.8563,1.06474,-2.93714,1.83122,1.59564,-0.105983,-0.02898,0.00315,0.00825,-0.0034,-0.0168,0.015,-0.03034,0.00359008,0.00870833,-0.00394582,-0.0167998,0.0152402
53,0.053,2.20008e-05,-2.8859e-06,0.000501872,3.28054e-05,6.29818e-06,-8.55175e-06,5.99211e-06,3.99474e-07,0.000487558,4.07464e-06,9.58738e-07,-1.19842e-06,0,-0,-0,0,-0,0,0,0,-0.649478,0,0,0,1.88681e-05,-2.45783e-06,0.000498652,2.8059e-05,5.39471e-06,-7.31655e-06,-11.2862,1.017,-2.9248,1.84336,1.51161,-0.0235993,-11.0222,1.04632,-2.93237,1.83591,1.56322,-0.0741934,-0.02709,0.00126,0.00715,-0.0034,-0.0174,0.015,-0.0290859,0.00269098,0.00810702,-0.0037352,-0.0170314,0.0151475
54,0.054,2.32575e-05,-3.05919e-06,0.000503167,3.47163e-05,6.66124e-06,-9.04888e-06,6.39159e-06,1.99737e-07,0.000488157,4.07464e-06,9.58738e-07,-1.19842e-06,0,-0,-0,0,-0,0,0,0,-0.089175,0,0,0,2.0003e-05,-2.61286e-06,0.000499818,2.97782e-05,5.72199e-06,-7.76397e-06,-11.1885,1.16081,-2.99731,1.78262,1.6038,0.0439881,-11.0863,1.0905,-2.95743,1.81535,1.57888,-0.0285907,-0.02772,0.00189,0.00715,-0.0026,-0.0172,0.0148,-0.0285589,0.0023819,0.00773774,-0.00329716,-0.0170965,0.0150134
55,0.055,2.45607e-05,-3.23953e-06,0.00050451,3.67008e-05,7.03798e-06,-9.56505e-06,6.79106e-06,-0,0.000488757,4.07464e-06,1.19842e-06,-1.19842e-06,0,-0,-0,0,-0,0,0,0,-0.012244,0,0,0,2.11821e-05,-2.77451e-06,0.000501031,3.1567e-05,6.06225e-06,-8.22943e-06,-11.0907,1.017,-2.97314,1.87373,1.55771,-0.0235993,-11.088,1.06214,-2.96349,1.83788,1.57071,-0.0266647,-0.02583,0.00378,0.0077,-0.002,-0.0168,0.015,-0.0275059,0.00292139,0.00772317,-0.00279663,-0.0169821,0.0150082
56,0.056,2.59112e-05,-3.42709e-06,0.000505902,3.87602e-05,7.42865e-06,-1.01006e-05,7.39027e-06,-0,0.000489556,4.31432e-06,1.19842e-06,-1.43811e-06,0,-0,-0,0,-0,0,0,0,-0.00168113,0,0,0,2.24062e-05,-2.94294e-06,0.000502291,3.34269e-05,6.41575e-06,-8.71329e-06,-10.6018,0.825256,-2.9248,1.88386,1.59227,0.0101944,-10.9004,0.970734,-2.94856,1.85562,1.57903,-0.0124419,-0.02583,0.00252,0.00715,-0.0024,-0.017,0.0152,-0.0268592,0.0027665,0.007502,-0.00264358,-0.016989,0.0150822
57,0.057,2.73097e-05,-3.62203e-06,0.000507346,4.0896e-05,7.83351e-06,-1.0656e-05,7.78975e-06,1.99737e-07,0.000490355,4.55401e-06,1.19842e-06,-1.43811e-06,0,-0,-0,0,-0,0,0,0,-0.000230823,0,0,0,2.36762e-05,-3.11831e-06,0.0005036,3.53591e-05,6.78274e-06,-9.21592e-06,-11.384,0.921129,-2.9248,1.84336,1.51161,-0.0911867,-11.087,0.951593,-2.93939,1.85089,1.55302,-0.0428271,-0.02331,0.00441,0.0066,-0.0018,-0.0172,0.0148,-0.0254897,0.00340068,0.00715395,-0.00231807,-0.0170704,0.0149733
58,0.058,2.87571e-05,-3.82451e-06,0.00050884,4.31096e-05,8.2528e-06,-1.12315e-05,8.38896e-06,-0,0.000491353,4.55401e-06,1.19842e-06,-1.43811e-06,0,-0,0.000872665,0,-0,0,0,0,0.752814,0,0,0,2.49928e-05,-3.30078e-06,0.000504957,3.73652e-05,7.16347e-06,-9.7377e-06,-11.0418,1.017,-2.97314,1.86361,1.55771,-0.057393,-11.0696,0.976833,-2.95241,1.8558,1.55483,-0.0484476,-0.02331,0.00504,0.0066,-0.001,-0.0174,0.0144,-0.0246486,0.00403324,0.0069402,-0.00180947,-0.0171976,0.0147521
59,0.059,3.02542e-05,-4.03468e-06,0.000510387,4.54025e-05,8.68678e-06,-1.18276e-05,8.98817e-06,-0,0.000492152,4.79369e-06,1.43811e-06,-1.43811e-06,0,-0,0.000872665,0,-0,0,0,0,0.103363,0,0,0,2.6357e-05,-3.49051e-06,0.000506364,3.94466e-05,7.5582e-06,-1.0279e-05,-11.1396,1.06494,-3.04565,1.88386,1.51161,-0.12498,-11.0966,1.01083,-2.98839,1.86663,1.53815,-0.0779793,-0.02205,0.00315,0.00605,-0.0012,-0.0172,0.0144,-0.0236459,0.00369243,0.0065967,-0.00157429,-0.0171985,0.0146162
60,0.06,3.18017e-05,-4.25273e-06,0.000511988,4.77762e-05,9.13569e-06,-1.24445e-05,9.58738e-06,-1.99737e-07,0.000492951,4.79369e-06,1.43811e-06,-1.67779e-06,0,-0,-0,0,-0,0,0,0,-0.738653,0,0,0,2.77693e-05,-3.68766e-06,0.000507822,4.16048e-05,7.96718e-06,-1.08401e-05,-10.944,0.921129,-2.87645,1.78262,1.55771,-0.0799221,-11.0377,0.976217,-2.9452,1.83421,1.5457,-0.078729,-0.02142,0.00441,0.00605,-0.0002,-0.0174,0.0146,-0.022787,0.00396932,0.00638574,-0.00104399,-0.0172763,0.01461
61,0.061,3.34005e-05,-4.4788e-06,0.000513642,5.02319e-05,9.5998e-06,-1.30827e-05,1.01866e-05,-3.99474e-07,0.00049395,5.03337e-06,1.43811e-06,-1.67779e-06,0,-0,-0,0,-0,0,0,0,-0.101419,0,0,0,2.92308e-05,-3.89239e-06,0.000509332,4.38411e-05,8.39065e-06,-1.14215e-05,-11.1885,1.16081,-2.94897,1.89398,1.62684,-0.0235993,-11.0959,1.04745,-2.94665,1.85727,1.57701,-0.0574561,-0.02016,0.00252,0.00605,0,-0.0176,0.0142,-0.0217733,0.00341007,0.00625619,-0.000641149,-0.0174012,0.0144518
62,0.062,3.50514e-05,-4.71307e-06,0.000515352,5.27713e-05,1.00793e-05,-1.37425e-05,1.09855e-05,-3.99474e-07,0.000495148,5.27306e-06,1.67779e-06,-1.91748e-06,0.000872665,-0,0.000872665,0,-0,0,0.752846,0,0.73892,0,0,0,3.07421e-05,-4.10486e-06,0.000510894,4.61571e-05,8.82887e-06,-1.20235e-05,-10.7485,1.06494,-2.87645,1.9041,1.53466,-0.0123347,-10.9618,1.0542,-2.91956,1.87534,1.56067,-0.0400451,-0.0189,0.00378,0.00605,0.0006,-0.0174,0.0144,-0.0206646,0.00355281,0.00617663,-0.000162227,-0.0174007,0.0144318
63,0.063,3.67551e-05,-4.9557e-06,0.000517117,5.53958e-05,1.05746e-05,-1.44244e-05,1.15848e-05,-3.99474e-07,0.000496147,5.51274e-06,1.67779e-06,-1.91748e-06,0,-0,-0,0,-0,0,-0.649478,0,-0.65139,0,0,0,3.2304e-05,-4.32524e-06,0.00051251,4.85542e-05,9.28209e-06,-1.26465e-05,-10.504,0.969066,-2.94897,1.89398,1.6038,0.021459,-10.7852,1.02135,-2.93091,1.88254,1.57731,-0.0163126,-0.01827,0.00441,0.00495,0.0006,-0.0178,0.0138,-0.0197406,0.00388358,0.00570331,0.000131893,-0.0175548,0.014188
64,0.064,3.85123e-05,-5.20687e-06,0.00051894,5.81068e-05,1.10858e-05,-1.51286e-05,1.2184e-05,-5.99211e-07,0.000497545,5.99211e-06,1.91748e-06,-1.91748e-06,0,-0,0.000872665,0,-0,0,-0.089175,0,0.663408,0,0,0,3.39174e-05,-4.5537e-06,0.00051418,5.10338e-05,9.75056e-06,-1.32909e-05,-10.7485,1.06494,-2.9248,1.82312,1.50009,-0.102451,-10.771,1.03817,-2.92855,1.85961,1.54751,-0.0495508,-0.01638,0.00504,0.00495,0.0014,-0.0174,0.0138,-0.0184438,0.0043298,0.00541263,0.000621217,-0.0174951,0.0140383
65,0.065,4.0324e-05,-5.46673e-06,0.00052082,6.09059e-05,1.16132e-05,-1.58556e-05,1.31826e-05,-5.99211e-07,0.000498943,6.2318e-06,2.15716e-06,-2.15716e-06,0.000872665,-0,0.000872665,0,-0,0,0.740602,0,0.0910876,0,0,0,3.55831e-05,-4.79039e-06,0.000515905,5.35974e-05,1.02345e-05,-1.3957e-05,-10.944,0.969066,-2.90062,1.88386,1.53466,-0.0911867,-10.8378,1.0115,-2.91777,1.86896,1.54255,-0.0656168,-0.01638,0.00252,0.0055,0.0018,-0.0174,0.0142,-0.0176475,0.00363146,0.00544634,0.00107607,-0.0174584,0.0141007
66,0.066,4.21909e-05,-5.73547e-06,0.000522759,6.37943e-05,1.2157e-05,-1.66057e-05,1.39816e-05,-7.98948e-07,0.000500341,6.47148e-06,2.39684e-06,-2.15716e-06,0.000872665,-0,0.000872665,0,-0,0,0.101686,0,0.0125066,0,0,0,3.73017e-05,-5.0355e-06,0.000517687,5.62465e-05,1.07343e-05,-1.46452e-05,-11.0907,1.16081,-2.87645,1.93448,1.47704,-0.0799221,-10.9354,1.06912,-2.90183,1.89424,1.51728,-0.0711368,-0.01512,0.00315,0.0055,0.0022,-0.0178,0.0136,-0.0166722,0.00344568,0.00546705,0.00150976,-0.0175902,0.0139075
67,0.067,4.41138e-05,-6.01325e-06,0.000524757,6.67737e-05,1.27175e-05,-1.73793e-05,1.47805e-05,-7.98948e-07,0.000501939,6.95085e-06,2.39684e-06,-2.39684e-06,0,-0,0.000872665,0,-0,0,-0.738884,0,0.00171718,0,0,0,3.90742e-05,-5.28918e-06,0.000519525,5.89825e-05,1.125e-05,-1.53558e-05,-10.5529,0.873192,-2.87645,1.85349,1.52314,-0.0686575,-10.7878,0.993516,-2.89204,1.87852,1.51954,-0.0701801,-0.01449,0.00504,0.0066,0.003,-0.0178,0.0134,-0.0158302,0.00406088,0.00590422,0.0020848,-0.0176712,0.0137117
68,0.068,4.60934e-05,-6.30024e-06,0.000526816,6.98455e-05,1.3295e-05,-1.81767e-05,1.57792e-05,-7.98948e-07,0.000503537,7.43022e-06,2.63653e-06,-2.39684e-06,0,-0,0.00174533,0,-0,0,-0.101451,0,0.753081,0,0,0,4.09013e-05,-5.5516e-06,0.000521422,6.18068e-05,1.1782e-05,-1.60893e-05,-10.7974,1.017,-2.94897,1.80287,1.54618,-0.0799221,-10.7915,1.00258,-2.914,1.84933,1.52982,-0.0739393,-0.01449,0.00504,0.00605,0.003,-0.018,0.0136,-0.015313,0.00443869,0.00596047,0.00243795,-0.017798,0.0136686
69,0.069,4.81305e-05,-6.59663e-06,0.000528936,7.30112e-05,1.38897e-05,-1.89984e-05,1.67779e-05,-9.98685e-07,0.000505135,8.14927e-06,2.87621e-06,-2.63653e-06,0.000872665,-0,0.00174533,0.0010472,-0,0,0.738916,0,0.1034,0.903415,0,0,4.27837e-05,-5.82294e-06,0.000523378,6.4721e-05,1.23305e-05,-1.6846e-05,-11.0418,1.06494,-2.87645,1.81299,1.48857,-0.0123347,-10.8881,1.02664,-2.89951,1.83531,1.5139,-0.0501679,-0.01134,0.00504,0.00605,0.0034,-0.018,0.0136,-0.01378,0.00467072,0.00599502,0.00280917,-0.017876,0.0136421
70,0.07,5.02259e-05,-6.90257e-06,0.000531118,7.62722e-05,1.45018e-05,-1.98448e-05,1.77766e-05,-1.19842e-06,0.000506733,8.62864e-06,3.1159e-06,-2.39684e-06,0.000872665,-0,0.000872665,0,-0,0,0.101455,0,-0.738648,-0.779373,0,0,4.47223e-05,-6.10337e-06,0.000525393,6.77264e-05,1.28958e-05,-1.76264e-05,-10.7485,1.06494,-2.90062,1.83324,1.51161,-0.158774,-10.8342,1.04142,-2.89994,1.83451,1.51302,-0.0920757,-0.0126,0.00441,0.0055,0.004,-0.0178,0.0124,-0.0133246,0.00457011,0.00580401,0.00326868,-0.0178467,0.0131628
71,0.071,5.23803e-05,-7.21826e-06,0.000533364,7.96301e-05,1.51316e-05,-2.07161e-05,1.87753e-05,-1.19842e-06,0.000508531,9.58738e-06,3.35558e-06,-2.39684e-06,0.000872665,-0,0.00174533,0,-0,0,0.01393,0,0.651427,-0.10701,0,0,4.67179e-05,-6.39306e-06,0.000527469,7.08246e-05,1.34781e-05,-1.84307e-05,-10.8462,1.017,-2.87645,1.91423,1.55771,-0.00107013,-10.8388,1.032,-2.89088,1.86527,1.53026,-0.0569594,-0.01008,0.00441,0.00605,0.0044,-0.0184,0.0128,-0.0120726,0.00450833,0.00589893,0.00370522,-0.0180602,0.0130228
72,0.072,5.45946e-05,-7.54386e-06,0.000535673,8.30862e-05,1.57794e-05,-2.16129e-05,1.9774e-05,-1.19842e-06,0.000510129,1.07858e-05,3.59527e-06,-2.63653e-06,0.000872665,-0,0.000872665,0.0010472,-0,0,0.00191263,0,-0.663403,0.888722,0,0,4.87711e-05,-6.69219e-06,0.000529606,7.40171e-05,1.40776e-05,-1.92593e-05,-10.8462,1.017,-2.90062,1.81299,1.59227,-0.0348638,-10.8417,1.02621,-2.89464,1.8451,1.55419,-0.0484334,-0.00945,0.0063,0.00495,0.0042,-0.0182,0.0126,-0.0110606,0.00519968,0.00553277,0.00389614,-0.0181141,0.0128597
73,0.073,5.68695e-05,-7.87956e-06,0.000538048,8.66421e-05,1.64454e-05,-2.25353e-05,2.09724e-05,-1.39816e-06,0.000511926,1.22239e-05,3.83495e-06,-2.87621e-06,0.000872665,-0,0.00174533,0.0010472,-0,0,0.000262609,0,0.661759,0.122024,0,0,5.08828e-05,-7.00092e-06,0.000531806,7.73053e-05,1.46947e-05,-2.01126e-05,-10.944,1.06494,-2.90062,1.87373,1.6038,-0.136245,-10.8812,1.04116,-2.89695,1.85615,1.57333,-0.0823172,-0.00882,0.00441,0.00495,0.0048,-0.018,0.0128,-0.010196,0.00489497,0.00530789,0.00424491,-0.0180701,0.0128366
74,0.074,5.92057e-05,-8.22553e-06,0.000540488,9.02993e-05,1.71298e-05,-2.34839e-05,2.21708e-05,-1.5979e-06,0.000513724,1.3662e-05,4.07464e-06,-3.1159e-06,0.000872665,-0,0.00174533,0.0010472,-0,0,3.60569e-05,0,0.0908612,0.0167542,0,0,5.30538e-05,-7.31944e-06,0.00053407,8.06907e-05,1.53295e-05,-2.09911e-05,-10.504,0.921129,-2.85228,1.91423,1.59227,-0.0686575,-10.7356,0.994841,-2.87971,1.87856,1.58064,-0.0770464,-0.00819,0.00378,0.0044,0.0054,-0.0182,0.0128,-0.00942197,0.00446474,0.00495757,0.00469063,-0.0181202,0.0128225
75,0.075,6.1604e-05,-8.58195e-06,0.000542995,9.40592e-05,1.7833e-05,-2.44591e-05,2.33692e-05,-1.99737e-06,0.000515721,1.53398e-05,4.55401e-06,-3.1159e-06,0.000872665,-0,0.00174533,0.0010472,-0,0,4.9507e-06,0,0.0124755,0.00230039,0,0,5.52847e-05,-7.64793e-06,0.000536397,8.41747e-05,1.59823e-05,-2.1895e-05,-10.4551,1.11288,-2.85228,1.93448,1.47704,-0.0235993,-10.6274,1.04039,-2.86913,1.90014,1.54067,-0.0564228,-0.00693,0.00504,0.00495,0.0056,-0.0184,0.0122,-0.0084604,0.00468671,0.00495465,0.00504153,-0.0182282,0.0125823
76,0.076,6.40652e-05,-8.949e-06,0.00054557,9.79234e-05,1.8555e-05,-2.54611e-05,2.45677e-05,-2.19711e-06,0.000517519,1.70176e-05,4.79369e-06,-3.1159e-06,0.000872665,-0,0.00174533,0.0010472,-0,0,6.79744e-07,0,0.00171291,0.00031585,0,0,5.75765e-05,-7.98655e-06,0.00053879,8.7759e-05,1.66534e-05,-2.28248e-05,-10.5529,0.969066,-2.85228,1.89398,1.52314,-0.136245,-10.5987,1.01287,-2.86263,1.89776,1.5339,-0.0872237,-0.00504,0.00315,0.00495,0.006,-0.0184,0.012,-0.00714057,0.00409374,0.00495285,0.00541137,-0.0182945,0.0123576
77,0.077,6.659e-05,-9.32687e-06,0.000548213,0.000101893,1.92963e-05,-2.64903e-05,2.59658e-05,-2.39684e-06,0.000519716,1.91748e-05,5.03337e-06,-3.35558e-06,0.000872665,-0,0.00174533,0.0020944,-0,0,9.33306e-08,0,0.000235187,0.903458,0,0,5.99297e-05,-8.33549e-06,0.000541248,9.14448e-05,1.7343e-05,-2.37808e-05,-10.6507,0.969066,-2.87645,1.87373,1.54618,-0.0686575,-10.6187,0.995965,-2.86796,1.88849,1.53864,-0.0800596,-0.00378,0.00441,0.00495,0.0062,-0.0188,0.0122,-0.00584383,0.00421578,0.00495175,0.00571568,-0.0184895,0.0122968
78,0.078,6.91792e-05,-9.71575e-06,0.000550925,0.00010597,2.00571e-05,-2.75473e-05,2.7364e-05,-2.59658e-06,0.000521913,2.13319e-05,5.27306e-06,-3.59527e-06,0.000872665,-0,0.00174533,0.0020944,-0,0,1.28145e-08,0,3.22918e-05,0.124047,0,0,6.23453e-05,-8.69494e-06,0.000543774,9.52338e-05,1.80514e-05,-2.47634e-05,-10.8951,1.017,-2.85228,1.86361,1.63837,-0.0799221,-10.7254,1.00408,-2.86191,1.87889,1.57712,-0.0800065,-0.00441,0.0063,0.0055,0.0064,-0.0186,0.0116,-0.00529056,0.00502001,0.0051633,0.00597974,-0.0185322,0.0120279
79,0.079,7.18335e-05,-1.01158e-05,0.000553708,0.000110156,2.08375e-05,-2.86322e-05,2.87621e-05,-2.59658e-06,0.00052411,2.34891e-05,5.75243e-06,-3.59527e-06,0.000872665,-0,0.00174533,0.0020944,-0,0,1.75947e-09,0,4.43375e-06,0.017032,0,0,6.48239e-05,-9.06506e-06,0.000546368,9.91274e-05,1.87788e-05,-2.57729e-05,-10.6018,1.16081,-2.87645,1.92435,1.61532,-0.0461284,-10.6777,1.06456,-2.86752,1.89643,1.59186,-0.066934,-0.00252,0.00693,0.00605,0.007,-0.0184,0.0114,-0.00422148,0.00575702,0.00550545,0.00637343,-0.0184812,0.0117856
80,0.08,7.45537e-05,-1.05272e-05,0.000556562,0.000114452,2.1638e-05,-2.97456e-05,3.01603e-05,-2.79632e-06,0.000526307,2.61256e-05,6.2318e-06,-3.83495e-06,0.000872665,-0,0.00174533,0.0020944,-0,0,2.4158e-10,0,6.08766e-07,0.00233854,0,0,6.73663e-05,-9.44605e-06,0.00054903,0.000103127,1.95255e-05,-2.68099e-05,-10.4062,1.11288,-2.82811,1.92435,1.58075,-0.215097,-10.573,1.0832,-2.85231,1.90721,1.58757,-0.124106,-0.00126,0.00504,0.0055,0.0072,-0.0186,0.0116,-0.00307874,0.00548034,0.00550335,0.00669238,-0.018527,0.011714
81,0.081,7.73405e-05,-1.09502e-05,0.000559488,0.00011886,2.24586e-05,-3.08877e-05,3.19579e-05,-3.19579e-06,0.000528704,2.87621e-05,6.71117e-06,-4.07464e-06,0.00174533,-0,0.00174533,0.0020944,-0,0,0.752846,0,8.35851e-08,0.000321087,0,0,6.99733e-05,-9.83809e-06,0.000551761,0.000107234,2.02917e-05,-2.78746e-05,-10.7485,1.06494,-2.82811,1.83324,1.50009,-0.0235993,-10.6407,1.07616,-2.84297,1.87866,1.55382,-0.0853232,-0.00189,0.00567,0.00495,0.0076,-0.0188,0.0108,-0.00262004,0.00555353,0.00528983,0.0070426,-0.0186324,0.0113613
