index,time_s,qref1,qref2,qref3,qref4,qref5,qref6,qm1,qm2,qm3,qm4,qm5,qm6,qdotm1,qdotm2,qdotm3,qdotm4,qdotm5,qdotm6,qddotm1,qddotm2,qddotm3,qddotm4,qddotm5,qddotm6,qc1,qc2,qc3,qc4,qc5,qc6,tau_m1,tau_m2,tau_m3,tau_m4,tau_m5,tau_m6,tau_filtered_m1,tau_filtered_m2,tau_filtered_m3,tau_filtered_m4,tau_filtered_m5,tau_filtered_m6,motor_tau1,motor_tau2,motor_tau3,motor_tau4,motor_tau5,motor_tau6,motor_tau_filtered1,motor_tau_filtered2,motor_tau_filtered3,motor_tau_filtered4,motor_tau_filtered5,motor_tau_filtered6
6616,6.616,2.22019e-05,7.31274e-05,-2.40539e-05,-2.74078e-05,5.58092e-06,7.90362e-06,2.81629e-05,0.000195742,-0.000151401,-7.62197e-05,5.51274e-06,1.19842e-06,-0.00174533,-0.00610865,0.00174533,0.0010472,-0,0,1.15096e-08,0.738726,-0.103368,-0.903415,6.71987e-13,0.000276988,3.39879e-05,0.000111697,-3.67156e-05,-4.16238e-05,8.51828e-06,1.21072e-05,-10.6507,-0.469039,-2.94897,1.82312,1.454,-0.282684,-10.5489,-0.355415,-2.94441,1.83296,1.46896,-0.204006,-0.04662,0.02772,0.0011,0.012,0.011,-0.0144,-0.0461081,0.0273919,0.00100402,0.011986,0.0109782,-0.0144648
6617,6.617,2.09302e-05,6.89583e-05,-2.26845e-05,-2.58637e-05,5.26321e-06,7.45032e-06,2.63653e-05,0.000189351,-0.000149004,-7.35831e-05,5.03337e-06,7.19053e-07,-0.000872665,-0.00610865,0.00174533,0.0020944,-0,0,0.752846,0.101429,-0.0141926,0.779373,9.22655e-14,3.80311e-05,3.22938e-05,0.000106159,-3.48981e-05,-3.95884e-05,8.09665e-06,1.15027e-05,-10.4551,-0.516976,-2.90062,1.7725,1.47704,-0.226361,-10.5127,-0.417756,-2.92752,1.80963,1.47208,-0.212632,-0.04662,0.02646,0.00055,0.0122,0.011,-0.0142,-0.0463056,0.0270323,0.000828829,0.0120686,0.0109866,-0.0143626
6618,6.618,1.97082e-05,6.49508e-05,-2.13681e-05,-2.43782e-05,4.95779e-06,7.0148e-06,2.43679e-05,0.000183359,-0.000146807,-7.11863e-05,4.55401e-06,2.39684e-07,-0.000872665,-0.00523599,0.00174533,0.0020944,-0,0,0.103368,0.766772,-0.00194869,0.10701,1.26683e-14,5.22177e-06,3.06573e-05,0.000100807,-3.31416e-05,-3.76196e-05,7.68918e-06,1.09189e-05,-10.4062,-0.229355,-2.97314,1.85349,1.51161,-0.113716,-10.4716,-0.345058,-2.94512,1.82655,1.48734,-0.174463,-0.04536,0.02961,0.00055,0.012,0.0112,-0.0144,-0.0459407,0.028027,0.000721237,0.0120421,0.011069,-0.014377
6619,6.619,1.8535e-05,6.11018e-05,-2.01035e-05,-2.295e-05,4.66442e-06,6.59671e-06,2.23706e-05,0.000177566,-0.00014441,-6.90291e-05,4.07464e-06,-2.39684e-07,-0.00174533,-0.00523599,0.00174533,0.0010472,-0,0,-0.738653,0.10528,-0.00026756,-0.888722,1.73939e-15,7.16962e-07,2.90774e-05,9.56388e-05,-3.14452e-05,-3.57165e-05,7.29563e-06,1.03554e-05,-10.2596,-0.373165,-3.04565,1.84336,1.51161,-0.12498,-10.3898,-0.355904,-2.98391,1.83304,1.4967,-0.155369,-0.04599,0.03024,0.00055,0.0122,0.0108,-0.0144,-0.0459597,0.0288809,0.000655162,0.012103,0.0109652,-0.0143859
6620,6.62,1.74095e-05,5.74082e-05,-1.88899e-05,-2.15781e-05,4.38285e-06,6.19568e-06,2.05729e-05,0.000171974,-0.000142413,-6.66323e-05,3.59527e-06,-7.19053e-07,-0.00174533,-0.00523599,0.00174533,0.0020944,-0,0,-0.101419,0.0144552,-3.67366e-05,0.781391,2.38822e-16,9.84407e-08,2.75532e-05,9.06507e-05,-2.98077e-05,-3.38779e-05,6.91574e-06,9.81176e-06,-10.6996,-0.421102,-2.9248,1.7725,1.53466,-0.0911867,-10.5093,-0.381062,-2.9611,1.80968,1.51135,-0.130603,-0.04725,0.03087,0.00055,0.012,0.011,-0.0142,-0.0464576,0.0296484,0.000614583,0.0120633,0.0109786,-0.0143142
6621,6.621,1.63308e-05,5.38665e-05,-1.7726e-05,-2.02614e-05,4.11283e-06,5.81134e-06,1.87753e-05,0.00016678,-0.000140415,-6.44751e-05,3.35558e-06,-1.19842e-06,-0.00174533,-0.00436332,0.00174533,0.0020944,-0,0,-0.0139251,0.75483,-5.04403e-06,0.107287,3.27909e-17,1.35162e-08,2.60835e-05,8.58396e-05,-2.82281e-05,-3.21028e-05,6.54929e-06,9.28767e-06,-10.064,-0.373165,-2.87645,1.79274,1.46552,-0.0911867,-10.3375,-0.378015,-2.92844,1.80314,1.49367,-0.115394,-0.04662,0.03024,0.00055,0.0124,0.011,-0.0144,-0.0465203,0.0298767,0.000589663,0.0121932,0.0109869,-0.0143473
6622,6.622,1.52977e-05,5.04738e-05,-1.6611e-05,-1.89988e-05,3.85414e-06,5.44334e-06,1.69777e-05,0.000161388,-0.000138418,-6.25577e-05,2.87621e-06,-1.43811e-06,-0.00174533,-0.00436332,0.000872665,0.0010472,-0,0,-0.00191195,0.10364,-0.752846,-0.888684,4.50228e-18,1.8558e-09,2.46675e-05,8.12022e-05,-2.67054e-05,-3.03902e-05,6.19603e-06,8.78274e-06,-10.3574,-0.564912,-2.94897,1.86361,1.40791,-0.14751,-10.3452,-0.450133,-2.93636,1.82648,1.46057,-0.127786,-0.04599,0.03024,0.0011,0.0124,0.011,-0.0144,-0.0463157,0.0300169,0.000786586,0.012273,0.0109919,-0.0143676
6623,6.623,1.43095e-05,4.72267e-05,-1.55438e-05,-1.77893e-05,3.60652e-06,5.09131e-06,1.53798e-05,0.000155995,-0.00013642,-6.06402e-05,2.39684e-06,-1.91748e-06,-0.000872665,-0.00523599,0.00174533,0.0010472,-0,0,0.752583,-0.738615,0.649478,-0.122019,6.18174e-19,2.54807e-10,2.3304e-05,7.67353e-05,-2.52385e-05,-2.8739e-05,5.85572e-06,8.29662e-06,-10.4551,-0.564912,-2.87645,1.82312,1.454,-0.136245,-10.3876,-0.494423,-2.91324,1.82518,1.45804,-0.13105,-0.04599,0.02772,0.00055,0.0122,0.0112,-0.0144,-0.04619,0.0291306,0.000695295,0.0122448,0.0110722,-0.0143801
6624,6.624,1.33649e-05,4.41221e-05,-1.45232e-05,-1.66318e-05,3.36974e-06,4.75488e-06,1.35821e-05,0.000151001,-0.000134623,-5.87227e-05,2.15716e-06,-2.15716e-06,-0.00174533,-0.00436332,0.000872665,0.0010472,-0,0,-0.649514,0.651432,-0.663671,-0.0167535,8.48769e-20,3.49856e-11,2.1992e-05,7.24357e-05,-2.38264e-05,-2.71481e-05,5.52811e-06,7.82892e-06,-10.6507,-0.469039,-2.94897,1.85349,1.454,-0.113716,-10.4891,-0.484628,-2.92703,1.8361,1.45648,-0.124361,-0.04536,0.02961,0.00055,0.0124,0.011,-0.0146,-0.0458697,0.0293156,0.00063923,0.0123047,0.0110444,-0.014465
6625,6.625,1.2463e-05,4.11567e-05,-1.35483e-05,-1.55251e-05,3.14355e-06,4.4337e-06,1.19842e-05,0.000146208,-0.000132625,-5.70449e-05,1.67779e-06,-2.63653e-06,-0.00174533,-0.00436332,0.00174533,0.0010472,-0,0,-0.0891799,0.0894432,0.661722,-0.00230029,1.16538e-20,4.80361e-12,2.07306e-05,6.83002e-05,-2.2468e-05,-2.56164e-05,5.21298e-06,7.3793e-06,-10.6507,-0.421102,-2.85228,1.84336,1.48857,-0.181303,-10.5515,-0.460115,-2.89819,1.8389,1.46886,-0.146333,-0.04599,0.02961,0.0011,0.0124,0.011,-0.0142,-0.0459161,0.0294292,0.000817027,0.0123415,0.0110272,-0.0143627
6626,6.626,1.16028e-05,3.83274e-05,-1.2618e-05,-1.44681e-05,2.92771e-06,4.1274e-06,1.05861e-05,0.000141614,-0.000131028,-5.51274e-05,1.43811e-06,-2.87621e-06,-0.000872665,-0.00436332,0.000872665,0.0010472,-0,0,0.740601,0.0122808,-0.661989,-0.000315836,1.6001e-21,6.59548e-13,1.95187e-05,6.43257e-05,-2.11623e-05,-2.4143e-05,4.91006e-06,6.94737e-06,-10.504,-0.516976,-2.87645,1.81299,1.47704,-0.12498,-10.5332,-0.482056,-2.8898,1.82891,1.47202,-0.138094,-0.04599,0.03024,0.00055,0.0126,0.0108,-0.0146,-0.0459446,0.0297421,0.000713989,0.0124412,0.0109396,-0.0144543
6627,6.627,1.07833e-05,3.56309e-05,-1.17313e-05,-1.34598e-05,2.72198e-06,3.83562e-06,8.98817e-06,0.000137419,-0.00012923,-5.34496e-05,9.58738e-07,-3.1159e-06,-0.000872665,-0.00349066,0.00174533,0.0010472,-0,0,0.101686,0.754532,0.661953,-4.33651e-05,2.19698e-22,9.05577e-14,1.83553e-05,6.05088e-05,-1.99083e-05,-2.27266e-05,4.61913e-06,6.53278e-06,-10.6507,-0.612849,-2.94897,1.83324,1.51161,-0.113716,-10.5785,-0.532525,-2.91263,1.83058,1.4873,-0.128687,-0.04725,0.0315,0.0011,0.0124,0.011,-0.0142,-0.0464483,0.0304204,0.000862939,0.0124253,0.0109629,-0.0143562
6628,6.628,1.00036e-05,3.30641e-05,-1.08871e-05,-1.24991e-05,2.52612e-06,3.55801e-06,7.59001e-06,0.000133225,-0.000127832,-5.17719e-05,4.79369e-07,-3.35558e-06,-0.000872665,-0.00349066,0.000872665,0.0010472,-0,0,0.0139618,0.103599,-0.661958,-5.95414e-06,3.01651e-23,1.24338e-14,1.72393e-05,5.68464e-05,-1.8705e-05,-2.13662e-05,4.33994e-06,6.13516e-06,-10.504,-0.564912,-2.99731,1.82312,1.454,-0.237626,-10.5498,-0.545022,-2.94531,1.8277,1.47445,-0.170723,-0.04662,0.03276,0,0.0122,0.011,-0.0144,-0.0465146,0.0313232,0.000529957,0.0123384,0.0109772,-0.0143731
6629,6.629,9.26247e-06,3.06237e-05,-1.00845e-05,-1.15848e-05,2.33989e-06,3.2942e-06,6.19185e-06,0.00012923,-0.000126234,-4.98544e-05,2.39684e-07,-3.59527e-06,-0.000872665,-0.00349066,0.000872665,0.0020944,-0,0,0.00191699,0.0142244,-0.0908885,0.903414,4.14174e-24,1.70719e-15,1.61699e-05,5.33353e-05,-1.75512e-05,-2.00608e-05,4.07225e-06,5.75414e-06,-10.3085,-0.421102,-2.87645,1.83324,1.40791,-0.192568,-10.4567,-0.497205,-2.91874,1.82984,1.44877,-0.179152,-0.04536,0.03087,0.00055,0.0122,0.011,-0.0144,-0.0460691,0.0311483,0.000537691,0.012285,0.010986,-0.0143835
6630,6.63,8.55907e-06,2.83065e-05,-9.32222e-06,-1.07159e-05,2.16303e-06,3.04383e-06,4.99343e-06,0.000125235,-0.000124636,-4.81766e-05,-0,-3.83495e-06,0,-0.00349066,0.00174533,0.0010472,-0,0,0.753109,0.00195305,0.740366,-0.779374,5.68672e-25,2.34402e-16,1.5146e-05,4.99723e-05,-1.64459e-05,-1.88092e-05,3.81582e-06,5.38937e-06,-10.504,-0.564912,-2.82811,1.81299,1.46552,-0.192568,-10.4749,-0.523331,-2.88377,1.82334,1.45523,-0.184329,-0.04536,0.03213,0.00055,0.0124,0.011,-0.0142,-0.0457955,0.0315271,0.000542441,0.0123294,0.0109914,-0.0143127
6631,6.631,7.89237e-06,2.61094e-05,-8.59939e-06,-9.89118e-06,1.99532e-06,2.80654e-06,3.59527e-06,0.00012144,-0.000123238,-4.67385e-05,-4.79369e-07,-4.31432e-06,-0.000872665,-0.00349066,0.000872665,0.0010472,-0,0,-0.649442,0.000268159,-0.651191,-0.10701,7.80801e-26,3.2184e-17,1.41665e-05,4.67541e-05,-1.53881e-05,-1.76104e-05,3.57041e-06,5.04048e-06,-10.3085,-0.469039,-2.87645,1.79274,1.43095,-0.102451,-10.4107,-0.502382,-2.88094,1.81153,1.44586,-0.152735,-0.04662,0.0315,0.00055,0.0126,0.011,-0.0142,-0.0461136,0.0315167,0.000545358,0.0124338,0.0109947,-0.0142692
6632,6.632,7.26136e-06,2.40291e-05,-7.91491e-06,-9.10958e-06,1.83651e-06,2.58198e-06,2.39684e-06,0.000117845,-0.00012184,-4.53004e-05,-7.19053e-07,-4.55401e-06,-0.000872665,-0.00349066,0.000872665,0.0010472,-0,0,-0.08917,3.68189e-05,-0.0894102,-0.0146927,1.07206e-26,4.41894e-18,1.32305e-05,4.36776e-05,-1.43768e-05,-1.64633e-05,3.33577e-06,4.70711e-06,-10.4551,-0.516976,-2.94897,1.81299,1.40791,-0.158774,-10.4278,-0.508013,-2.90719,1.8121,1.43122,-0.155065,-0.04599,0.03276,0.00055,0.0124,0.0108,-0.0142,-0.0460659,0.0319964,0.000547149,0.0124208,0.0109196,-0.0142425
6633,6.633,6.66505e-06,2.20624e-05,-7.26775e-06,-8.36995e-06,1.68635e-06,2.36979e-06,1.19842e-06,0.00011425,-0.000120641,-4.41019e-05,-9.58738e-07,-4.79369e-06,-0.000872665,-0.00349066,0.000872665,0.0010472,-0,0,-0.0122433,5.05533e-06,-0.0122763,-0.00201735,1.47196e-27,6.06732e-19,1.23369e-05,4.07395e-05,-1.34109e-05,-1.53668e-05,3.11166e-06,4.38889e-06,-10.4062,-0.564912,-2.9248,1.9041,1.37334,-0.237626,-10.4195,-0.529969,-2.91398,1.8476,1.40888,-0.186923,-0.04536,0.03213,0.00055,0.0126,0.011,-0.0142,-0.0457935,0.032048,0.000548249,0.0124899,0.0109506,-0.0142261
6634,6.634,6.10244e-06,2.02061e-05,-6.65685e-06,-7.67119e-06,1.54461e-06,2.16961e-06,0,0.000110854,-0.000119243,-4.26638e-05,-1.19842e-06,-5.03337e-06,-0.000872665,-0.00261799,0.000872665,0.0010472,-0,0,-0.00168103,0.752846,-0.00168556,-0.000276988,2.02105e-28,8.33059e-20,1.14848e-05,3.79367e-05,-1.24893e-05,-1.43197e-05,2.89785e-06,4.08547e-06,-10.4062,-0.660786,-2.9248,1.81299,1.51161,-0.192568,-10.4144,-0.580447,-2.91816,1.83425,1.44852,-0.189101,-0.04536,0.03087,0.00055,0.0124,0.011,-0.0142,-0.0456262,0.0315934,0.000548925,0.0124552,0.0109697,-0.014216
6635,6.635,5.57254e-06,1.84571e-05,-6.08118e-06,-7.01217e-06,1.41104e-06,1.98109e-06,-1.19842e-06,0.000107459,-0.000118045,-4.14654e-05,-1.67779e-06,-5.27306e-06,-0.000872665,-0.00261799,0.000872665,0,-0,0,-0.00023081,0.103368,-0.000231432,-0.903453,2.77495e-29,1.14381e-20,1.06732e-05,3.52659e-05,-1.1611e-05,-1.3321e-05,2.69408e-06,3.79648e-06,-10.4062,-0.612849,-2.90062,1.87373,1.51161,-0.27142,-10.4112,-0.59295,-2.91139,1.84948,1.47287,-0.220865,-0.04599,0.03024,0.0011,0.0126,0.0108,-0.0144,-0.0457666,0.0310712,0.000761568,0.0125111,0.0109042,-0.014287
6636,6.636,5.07435e-06,1.68121e-05,-5.53968e-06,-6.39176e-06,1.28539e-06,1.80387e-06,-2.39684e-06,0.000104263,-0.000116846,-4.0267e-05,-1.91748e-06,-5.51274e-06,-0.000872665,-0.00261799,-0,0,-0,0,-3.16908e-05,0.0141927,-0.752877,-0.124046,3.81007e-30,1.57048e-21,9.90098e-06,3.2724e-05,-1.07751e-05,-1.23696e-05,2.50012e-06,3.52156e-06,-10.6018,-0.708723,-2.82811,1.84336,1.51161,-0.14751,-10.4848,-0.637623,-2.87925,1.84712,1.48782,-0.19256,-0.0441,0.0315,0.00055,0.0126,0.0112,-0.0142,-0.0451235,0.0312366,0.00067993,0.0125454,0.0110183,-0.0142534
6637,6.637,4.60688e-06,1.5268e-05,-5.03132e-06,-5.80882e-06,1.16744e-06,1.63759e-06,-3.39553e-06,0.000101466,-0.000115648,-3.90686e-05,-2.15716e-06,-5.51274e-06,-0.000872665,-0.00174533,0.000872665,0,-0,0,-4.35123e-06,0.754794,0.649474,-0.0170319,5.23133e-31,2.15631e-22,9.16722e-06,3.03077e-05,-9.98031e-06,-1.14643e-05,2.31572e-06,3.26036e-06,-10.3574,-0.469039,-2.80394,1.84336,1.47704,-0.170039,-10.4356,-0.572572,-2.85019,1.84567,1.48366,-0.183869,-0.04599,0.03339,0,0.0126,0.011,-0.0142,-0.0454579,0.0320676,0.000417566,0.0125665,0.0110113,-0.0142328
6638,6.638,4.16915e-06,1.38214e-05,-4.55504e-06,-5.26222e-06,1.05693e-06,1.48189e-06,-4.39422e-06,9.86701e-05,-0.000114449,-3.78702e-05,-2.39684e-06,-5.75243e-06,-0.000872665,-0.00174533,0.000872665,0.0010472,-0,0,-5.97435e-07,0.103635,0.0891744,0.901076,7.18275e-32,2.96067e-23,8.47091e-06,2.80139e-05,-9.22575e-06,-1.06041e-05,2.14065e-06,3.01251e-06,-10.504,-0.660786,-2.85228,1.88386,1.48857,-0.260155,-10.462,-0.606611,-2.851,1.86041,1.48555,-0.213306,-0.04536,0.03402,0.00055,0.0128,0.011,-0.014,-0.0454201,0.0328209,0.000468668,0.0126566,0.0110069,-0.014143
6639,6.639,3.76015e-06,1.24694e-05,-4.10981e-06,-4.75081e-06,9.53623e-07,1.33644e-06,-5.19316e-06,9.58738e-05,-0.000113251,-3.69114e-05,-2.63653e-06,-5.75243e-06,0,-0.00261799,0.000872665,0,-0,0,0.752845,-0.738616,0.0122439,-0.779695,9.8621e-33,4.06508e-24,7.81105e-06,2.58393e-05,-8.51032e-06,-9.78786e-06,1.97465e-06,2.77766e-06,-10.2107,-0.564912,-2.80394,1.87373,1.50009,-0.226361,-10.365,-0.590521,-2.83284,1.86555,1.49116,-0.218344,-0.04536,0.03339,0.00055,0.0126,0.0112,-0.0142,-0.0453969,0.0330405,0.000500052,0.0126347,0.0110814,-0.014165
6640,6.64,3.37891e-06,1.12085e-05,-3.69458e-06,-4.27347e-06,8.57276e-07,1.20087e-06,-5.99211e-06,9.3477e-05,-0.000112252,-3.5713e-05,-2.87621e-06,-5.99211e-06,0,-0.00174533,0.000872665,0.0010472,-0,0,0.103368,0.651432,0.00168111,0.796361,1.35409e-33,5.58146e-25,7.18663e-06,2.37807e-05,-7.833e-06,-9.01442e-06,1.8175e-06,2.55544e-06,-10.2107,-0.612849,-2.80394,1.87373,1.48857,-0.102451,-10.3055,-0.599137,-2.82169,1.86871,1.49016,-0.173624,-0.04662,0.03339,0.00055,0.0126,0.0108,-0.014,-0.0458689,0.0331754,0.000519325,0.0126213,0.0109728,-0.0141013
6641,6.641,3.02443e-06,1.00357e-05,-3.3083e-06,-3.82904e-06,7.67646e-07,1.07482e-06,-6.79106e-06,9.10801e-05,-0.000111254,-3.45146e-05,-3.1159e-06,-5.99211e-06,-0.000872665,-0.00174533,0.000872665,0.0010472,-0,0,-0.738653,0.0894432,0.000230821,0.109342,1.8592e-34,7.66348e-26,6.59666e-06,2.1835e-05,-7.19272e-06,-8.28267e-06,1.66894e-06,2.34551e-06,-10.4551,-0.708723,-2.75559,1.86361,1.56923,-0.102451,-10.3632,-0.641423,-2.79618,1.86674,1.52067,-0.146161,-0.04662,0.03402,0,0.0124,0.0108,-0.0142,-0.0461587,0.0335013,0.000318933,0.0125359,0.0109061,-0.0141394
6642,6.642,2.69574e-06,8.94781e-06,-2.94992e-06,-3.41637e-06,6.84491e-07,9.57952e-07,-7.59001e-06,8.86833e-05,-0.000110255,-3.37955e-05,-3.35558e-06,-6.2318e-06,0,-0.00174533,0.000872665,0,-0,0,0.651427,0.0122808,3.16924e-05,-0.888402,2.55273e-35,1.05222e-26,6.04016e-06,1.99988e-05,-6.58846e-06,-7.59151e-06,1.52874e-06,2.1475e-06,-10.3574,-0.660786,-2.85228,1.81299,1.454,-0.215097,-10.361,-0.648894,-2.81783,1.846,1.49494,-0.172761,-0.04599,0.03402,0.00055,0.0128,0.0114,-0.0138,-0.0460936,0.0337014,0.000408095,0.0126378,0.0110967,-0.0140084
6643,6.643,2.39183e-06,7.94153e-06,-2.6184e-06,-3.03431e-06,6.07568e-07,8.49909e-07,-8.38896e-06,8.62864e-05,-0.000109456,-3.28368e-05,-3.59527e-06,-6.47148e-06,0,-0.00174533,-0,0,-0,0,0.0894425,0.00168618,-0.752841,-0.12198,3.50497e-36,1.44472e-27,5.51611e-06,1.82692e-05,-6.01915e-06,-6.93979e-06,1.39664e-06,1.96106e-06,-10.6996,-0.708723,-2.77976,1.87373,1.46552,-0.170039,-10.4916,-0.67198,-2.80314,1.8567,1.48359,-0.171711,-0.04599,0.03213,0.0011,0.0128,0.011,-0.0138,-0.0460536,0.0330951,0.00067508,0.0127004,0.0110594,-0.013928
6644,6.644,2.11174e-06,7.01373e-06,-2.3127e-06,-2.68172e-06,5.36635e-07,7.50339e-07,-9.38764e-06,8.38896e-05,-0.000108657,-3.1878e-05,-3.83495e-06,-6.47148e-06,-0.000872665,-0.00174533,-0,0,-0,0,-0.740565,0.000231517,-0.103367,-0.0167481,4.81241e-37,1.98364e-28,5.02353e-06,1.66427e-05,-5.48376e-06,-6.32639e-06,1.27242e-06,1.78583e-06,-10.4062,-0.708723,-2.85228,1.85349,1.454,-0.203832,-10.4587,-0.686158,-2.8221,1.85546,1.47217,-0.184105,-0.04347,0.03213,0,0.0126,0.011,-0.0146,-0.0450567,0.0327227,0.000414587,0.0126617,0.0110365,-0.0141873
6645,6.645,1.85448e-06,6.16119e-06,-2.03177e-06,-2.35742e-06,4.71448e-07,6.58891e-07,-1.01866e-05,8.16925e-05,-0.000107858,-3.1159e-05,-4.07464e-06,-6.47148e-06,0,-0.00174533,-0,0,-0,0,0.651164,3.17879e-05,-0.0141926,-0.00229956,6.60756e-38,2.72358e-29,4.56143e-06,1.51163e-05,-4.98124e-06,-5.75018e-06,1.15582e-06,1.62146e-06,-10.3574,-0.75666,-2.75559,1.88386,1.47704,-0.203832,-10.4196,-0.713363,-2.79644,1.86642,1.47405,-0.191717,-0.04347,0.03276,0.00055,0.0128,0.0106,-0.014,-0.0444444,0.0327371,0.000466839,0.012715,0.0108681,-0.014115
6646,6.646,1.61906e-06,5.38074e-06,-1.77456e-06,-2.06026e-06,4.11767e-07,5.75217e-07,-1.07858e-05,7.94954e-05,-0.000107259,-3.04399e-05,-4.31432e-06,-6.71117e-06,0,-0.00174533,-0,0,-0,0,0.0894065,4.36456e-06,-0.00194867,-0.000315736,9.07235e-39,3.73955e-30,4.12882e-06,1.36867e-05,-4.51056e-06,-5.21001e-06,1.04661e-06,1.46759e-06,-10.4062,-0.75666,-2.82811,1.87373,1.48857,-0.282684,-10.4144,-0.73007,-2.80866,1.86924,1.47965,-0.226819,-0.04536,0.03087,0,0.0128,0.0108,-0.0138,-0.0447977,0.0320166,0.0002867,0.0127478,0.0108418,-0.0139935
6647,6.647,1.40451e-06,4.66918e-06,-1.54003e-06,-1.78907e-06,3.57347e-07,4.98966e-07,-1.1385e-05,7.76977e-05,-0.00010666,-2.94812e-05,-4.55401e-06,-6.71117e-06,0,-0.000872665,-0,0.0010472,-0,0,0.0122757,0.752846,-0.000267558,0.903371,1.24566e-39,5.1345e-31,3.7247e-06,1.23508e-05,-4.07065e-06,-4.70475e-06,9.44534e-07,1.32386e-06,-10.3574,-0.852533,-2.82811,1.88386,1.454,-0.0799221,-10.3924,-0.777325,-2.81616,1.87488,1.46975,-0.170136,-0.04536,0.03213,0.00055,0.0128,0.011,-0.0142,-0.0450147,0.0320604,0.000388299,0.012768,0.0109028,-0.0140732
6648,6.648,1.20986e-06,4.02333e-06,-1.32713e-06,-1.54269e-06,3.07945e-07,4.2979e-07,-1.2184e-05,7.59001e-05,-0.00010606,-2.90018e-05,-4.55401e-06,-6.95085e-06,0,-0.000872665,-0,0,-0,0,0.00168549,0.103368,-3.67364e-05,-0.779379,1.71032e-40,7.0498e-32,3.3481e-06,1.11054e-05,-3.66048e-06,-4.23326e-06,8.49362e-07,1.18994e-06,-10.2107,-0.996344,-2.77976,1.9446,1.51161,-0.192568,-10.3223,-0.861838,-2.80212,1.90178,1.48591,-0.178792,-0.04347,0.03276,0,0.0126,0.011,-0.014,-0.0444186,0.0323303,0.000238467,0.0127031,0.0109403,-0.0140449
6649,6.649,1.03412e-06,3.43999e-06,-1.13481e-06,-1.31995e-06,2.63321e-07,3.6734e-07,-1.25834e-05,7.43022e-05,-0.000105461,-2.82828e-05,-4.79369e-06,-6.95085e-06,0,-0.000872665,-0,0,-0,0,0.000231422,0.0141927,-5.044e-06,-0.107011,2.34831e-41,9.67955e-33,2.99801e-06,9.94713e-06,-3.279e-06,-3.79439e-06,7.60846e-07,1.06545e-06,-10.3574,-0.75666,-2.73142,1.84336,1.50009,-0.136245,-10.3358,-0.821253,-2.77484,1.87924,1.49138,-0.162374,-0.04599,0.03528,0,0.0126,0.0108,-0.0138,-0.045025,0.0334685,0.00014645,0.0126633,0.0108862,-0.0139504
6650,6.65,8.76312e-07,2.91598e-06,-9.6203e-07,-1.11967e-06,2.23229e-07,3.11268e-07,-1.31826e-05,7.2904e-05,-0.000105062,-2.75637e-05,-5.03337e-06,-6.95085e-06,0,-0.000872665,-0,0,-0,0,3.17749e-05,0.00194869,-6.92554e-07,-0.0146929,3.22429e-42,1.32903e-33,2.67346e-06,8.87297e-06,-2.92516e-06,-3.38699e-06,6.78745e-07,9.50058e-07,-10.4062,-0.804597,-2.80394,1.80287,1.47704,-0.181303,-10.363,-0.814826,-2.78607,1.84977,1.48585,-0.169678,-0.04473,0.03339,0,0.0128,0.0106,-0.0138,-0.0449112,0.0334382,8.99391e-05,0.0127161,0.0107758,-0.0138924
6651,6.651,7.35472e-07,2.4481e-06,-8.07743e-07,-9.40684e-07,1.87429e-07,2.61228e-07,-1.35821e-05,7.15059e-05,-0.000104462,-2.68447e-05,-5.27306e-06,-6.95085e-06,0,-0.000872665,-0,0,-0,0,4.36277e-06,0.00026756,-9.50895e-08,-0.00201737,4.42704e-43,1.82479e-34,2.37346e-06,7.87968e-06,-2.59793e-06,-3.0099e-06,6.02815e-07,8.43402e-07,-10.1129,-0.90047,-2.80394,1.91423,1.48857,-0.12498,-10.2665,-0.847873,-2.79296,1.87464,1.4869,-0.152431,-0.04536,0.03402,0,0.0124,0.011,-0.0138,-0.0450844,0.0336627,5.52344e-05,0.0125941,0.0108623,-0.0138567
6652,6.652,6.10625e-07,2.03318e-06,-6.70901e-07,-7.81802e-07,1.55676e-07,2.16874e-07,-1.39816e-05,7.03075e-05,-0.000104063,-2.63653e-05,-5.27306e-06,-6.95085e-06,0,-0.000872665,-0,0,-0,0,5.99019e-07,3.67366e-05,-1.3056e-08,-0.00027699,6.07843e-44,2.50548e-35,2.09704e-06,6.96405e-06,-2.29624e-06,-2.66198e-06,5.32815e-07,7.45133e-07,-10.3085,-0.75666,-2.77976,1.82312,1.454,-0.248891,-10.2827,-0.812677,-2.78787,1.85476,1.4742,-0.189652,-0.04662,0.03528,0.00055,0.0128,0.011,-0.014,-0.0456769,0.0342868,0.000246149,0.0126736,0.0109154,-0.013912
6653,6.653,5.00799e-07,1.66803e-06,-5.50459e-07,-6.41845e-07,1.27729e-07,1.77858e-07,-1.43811e-05,6.9109e-05,-0.000103664,-2.58859e-05,-5.51274e-06,-6.95085e-06,0,-0.000872665,-0,0,-0,0,8.22469e-08,5.04403e-06,-1.79263e-09,-3.80314e-05,8.34584e-45,3.44009e-36,1.84319e-06,6.12291e-06,-2.01907e-06,-2.34206e-06,4.68501e-07,6.549e-07,-10.6018,-0.90047,-2.77976,1.89398,1.39638,-0.181303,-10.4058,-0.846554,-2.78474,1.86989,1.44417,-0.18643,-0.0441,0.03465,0.00055,0.0128,0.011,-0.0138,-0.0450684,0.0344269,0.000363396,0.0127223,0.0109481,-0.0138688
